Blog	four	second	available	here	kids	k	music	until	example	want	feature	wrong	series	re	wasn	service	needed	project	person	tech	came	net	result	best	asked	much	life	worked	things	had	possible	right	old	people	o	support	call	happy	full	inside	later	time	team	along	love	working	awesome	such	data	so	years	didn	internet	million	quite	open	future	san	say	saw	note	take	knew	ways	madison	going	where	sites	jobs	many	wants	photos	technology	summer	being	around	traffic	world	power	industry	favorite	mean	her	gone	am	original	tv	th	large	small	past	hours	experience	company	science	learn	sense	its	always	found	really	research	major	also	play	plan	sometimes	set	see	whole	community	recent	using	couple	d	continue	anything	into	link	line	posted	up	us	ago	having	try	video	let	great	makes	next	process	high	move	books	could	start	system	face	should	hope	means	stuff	email	co	ve	site	android	off	less	web	five	become	doing	building	chance	above	told	word	work	after	office	then	them	network	created	another	do	away	com	easy	photo	thanks	night	security	post	months	book	way	war	test	update	together	global	change	live	car	write	product	remember	still	now	drop	year	space	looking	shows	care	yourself	message	than	online	america	only	between	article	comes	learning	these	media	thinking	real	read	early	amp	business	aren	lot	trying	since	month	very	family	takes	history	tried	help	actually	systems	beyond	event	issue	reason	put	american	miss	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	run	within	similar	doesn	go	does	facebook	button	click	following	products	started	control	links	software	including	ask	times	wrote	exactly	need	able	based	course	she	state	key	problem	well	page	twitter	home	he	piece	star	stay	friends	companies	likely	even	tips	ever	never	tell	give	answer	think	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	if	make	left	human	yes	yet	save	deal	popular	super	down	did	box	visit	making	may	grow	man	maybe	talk	nbsp	group	interesting	main	morning	thing	first	long	little	anyone	were	especially	show	behind	black	get	nearly	enough	reading	across	according	those	eventually	different	pay	same	running	money	either	images	videos	general	again	important	u	starting	forget	public	search	two	hour	huge	share	needs	coming	already	through	good	everyone	house	hard	idea	done	least	part	believe	john	built	build	most	find	please	point	simple	simply	create	understand	fun	itself	development	yesterday	spent	spend	big	bit	google	often	back	forward	single	entire	body	others	account	ll	day	red	text	national	taking	almost	thought	latest	add	works	buy	minutes	under	every	would	phone	must	me	join	keep	end	writers	over	writing	each	got	free	wanted	days	top	too	took	talking	though	watch	amazon	report	however	news	been	several	social	gave	specific	everything	head	check	no	focus	cool	level	says	goes	water	today	trump	information	happened	name	turn	place	any	ideas	sure	true	review	come	case	myself	someone	week	without	seems	blog	there	follow	far	worst	list	design	version	known	rather	short	might	number	friday	feel	story	kind	nothing	his	hit	b	him	art	recently	attention	became	questions	question	fast	called	nice	users	once	issues	include	apple	app	use	few	women	something	united	six	instead	related	our	york	their	which	who	why	looked	ones	words	view	stories	job	last	gets	know	because	lead	getting	own	apps	made	other
ReadWrite	11	11	16	52	3	3	6	7	19	60	15	4	7	54	4	29	5	27	12	69	13	3	4	34	7	46	22	11	41	24	16	36	11	85	2	24	5	2	13	3	4	94	59	15	3	19	6	43	135	88	42	14	36	11	8	33	24	8	9	2	7	52	2	28	0	28	47	3	10	56	18	8	84	3	31	31	13	52	17	33	3	6	5	3	3	3	1	6	16	20	9	10	50	121	7	14	7	147	16	11	23	20	12	146	25	27	8	19	111	19	14	6	24	6	22	14	10	77	21	13	3	99	56	5	12	6	19	20	32	15	37	34	22	22	5	77	25	13	13	47	2	21	3	13	5	39	13	61	24	15	22	9	47	17	36	6	9	13	5	82	26	14	65	80	10	7	27	82	10	7	16	37	3	6	52	33	7	3	86	2	20	7	18	5	28	9	21	3	96	4	49	69	2	31	16	17	4	8	3	3	76	28	4	39	24	8	22	25	73	9	9	26	7	19	3	70	7	12	8	17	10	27	0	11	6	2	46	15	14	5	2	7	7	18	10	2	45	16	9	7	6	6	16	6	31	8	22	41	21	24	55	9	18	26	7	27	47	23	20	2	7	16	53	12	18	15	54	19	8	16	13	8	81	23	53	9	5	11	20	22	39	17	8	30	54	6	1	4	3	84	25	94	1	12	16	13	9	9	26	33	9	38	3	4	8	20	20	26	11	6	17	52	13	2	9	2	22	3	0	13	7	130	75	4	33	2	24	9	10	4	3	26	7	4	6	18	96	6	2	2	11	633	10	6	2	2	15	50	35	17	13	32	9	8	9	2	79	9	13	2	13	15	38	8	21	6	32	6	16	9	8	9	4	5	24	3	8	3	24	30	29	6	5	8	22	6	28	35	37	15	11	16	17	12	20	17	11	3	21	34	64	22	6	23	12	10	33	22	1	14	38	2	5	7	18	3	171	22	28	9	8	5	4	17	4	27	26	0	5	4	12	6	4	8	8	12	3	6	16	36	47	13	23	21	2	16	22	0	45	1	24	12	26	4	13	29	26	9	4	19	18	89	8	19	20	53	8	17	3	20	24	9	6	53	13	3	15	9	3	1	30	4	34	0	5	10	32	42	7	11	10	8	14	12	4	14	9	33	14	8	108	7	12	9	11	23	15	15	17	6	27	16	1	8	11	7	2	19	11	6	4	1	10	4	6	6	8	13	13	1	50	14	18	6	55	68	62	48	6	22	3	2	18	1	108	9	165	93	61	28	5	3	18	9	7	7	33	6	42	41	30	19	48	63	20	109
TechCrunch	0	0	1	3	0	0	3	0	1	1	0	2	0	1	0	1	0	1	0	7	0	0	1	0	0	5	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	3	0	0	1	1	0	0	1	7	3	0	4	2	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	2	0	1	3	0	1	0	0	2	4	2	0	0	0	0	0	0	0	0	0	2	2	0	0	4	3	0	0	6	0	2	0	0	1	1	0	0	0	0	2	0	1	1	1	0	0	0	2	5	0	0	0	2	2	0	0	1	0	0	1	1	1	0	0	2	0	3	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	2	1	0	0	0	3	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	1	1	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	20	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	1	1	3	0	0	1	1	0	0	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	5	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	2	0	0	1	1	1	0	2	0	2	0	0	0	1	3	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	20	1	0	0	0	1	2	1	0	0	3	0	3	0	0	1	0	1	0	1	0	2	2	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	1	3	0	1	0	2	1	1	0	0	0	2	1	0	1	0	2	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	2	0	1	2	0	0	0	1	0	2	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	2	0	1	0	0	1	0	3	0	1	0	2	0	0	0	0	0	1	0	0	0	0	2	0	6	1	0	0	1	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	4	1	0	0	7	4	0	1	0	2	0	0	0	0	1	0	5	3	0	2	0	0	0	0	0	0	2	1	0	1	0	0	1	1	0	1
Engadget Full RSS Feed	0	0	1	0	0	0	3	0	0	2	3	0	0	1	0	1	0	1	1	2	0	0	0	2	0	0	2	0	1	0	0	1	0	2	0	2	0	0	1	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0	0	1	1	0	0	2	1	1	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	2	0	0	4	0	0	1	0	0	1	3	0	0	0	0	0	0	1	3	0	3	0	0	2	0	0	1	4	6	0	0	0	2	0	0	1	2	1	1	0	1	3	2	0	1	2	2	0	0	0	0	4	0	5	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	1	1	0	2	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	1	0	5	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1	2	2	2	0	1	0	5	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0	2	0	0	0	0	0	2	0	1	0	0	2	0	1	0	0	0	1	1	0	0	1	2	0	0	0	1	2	0	0	0	1	1	0	1	0	1	0	0	0	0	6	3	1	0	1	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	1	1	0	2	0	2	3	2	1	1	0	1	0	0	3	0	3	2	1	0	0	0	0	3	2	3	0	0	1	1	0	0	0	0	0	0	1	0	1	0	2	0	0	2	1	0	4	3	0	0	0	1	1	0	1	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	2	0	2	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	6	0	0	0	2	1	0	0	0	1	1	0	2	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	2	2	2	0	0	0	0	0	0	0	1	0	3	1	0	1	0	0	0	0	0	1	1	2	1	1	1	0	1	0	0	1
Untitled_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oilman	0	0	0	0	0	7	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	1	4	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	4	1	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	5	0	1	1	0	0	0	1	3	0	0	0	1	2	0	0	0	1	0	0	0	4	0	1	0	1	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	4	1	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	2	0	1	5	0	0	0	0	1	1	0	0	0	1	2	0	4	0	0	0	0	0	1	0	1	2	1	0	0	0	1	1	0	1	0	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	2	2	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0
Untitled_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Untitled_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seth Godin's Blog on marketing, tribes and respect	0	0	0	0	0	0	0	0	0	2	0	1	0	4	1	0	0	0	1	0	1	0	0	3	0	0	0	1	2	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	2	4	0	1	1	0	0	0	5	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	3	2	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0
Joi Ito's Web	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	3	0	0	0	1	1	0	0	1	0	6	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	1	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	3	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	3	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	3	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
A Consuming Experience (full feed)	0	0	1	16	0	0	0	1	2	9	0	2	0	13	1	0	2	1	0	1	2	0	0	4	1	1	0	9	2	12	5	10	6	9	0	2	0	0	4	5	4	13	0	0	1	7	0	0	1	27	2	5	3	0	0	29	0	0	2	0	4	3	1	2	0	2	8	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	2	0	0	0	1	3	0	0	0	0	0	6	6	11	3	0	0	10	0	0	1	6	20	0	0	0	17	1	7	3	6	0	0	2	0	22	0	0	4	18	1	2	0	0	8	2	0	3	0	8	10	1	0	13	2	0	1	0	1	19	3	0	3	1	1	0	0	1	0	0	5	0	20	15	13	0	34	8	3	1	2	16	0	0	1	0	1	0	3	9	0	0	15	0	1	4	0	0	2	0	0	0	0	1	4	14	0	0	4	0	0	1	0	7	5	2	0	19	1	0	0	0	0	0	1	1	2	0	2	0	0	3	7	2	0	2	0	3	0	10	2	0	0	0	0	0	2	0	0	0	0	3	1	0	4	8	2	2	11	3	5	1	0	2	2	0	4	3	1	7	14	1	0	11	18	2	1	2	0	0	0	0	0	1	0	2	8	1	3	0	0	0	3	10	5	2	0	0	0	0	0	0	0	0	1	13	5	0	1	0	1	0	1	12	2	3	0	0	0	0	3	0	0	1	0	19	1	5	1	0	0	2	0	0	1	54	18	10	0	5	3	7	1	0	0	8	2	3	1	0	15	0	0	0	0	29	0	0	3	0	2	10	3	0	0	3	1	2	0	0	17	0	2	0	3	0	4	0	2	0	17	6	0	1	0	0	2	16	1	0	3	0	0	6	4	0	0	0	0	0	7	1	1	0	0	1	0	1	3	0	0	0	1	0	5	9	6	1	0	0	1	0	0	3	0	0	0	1	2	13	0	0	9	1	2	0	0	1	2	8	1	2	3	0	2	1	0	0	18	3	0	4	0	5	2	0	1	12	0	8	1	0	12	0	2	4	6	1	1	8	3	1	0	3	0	2	2	6	0	5	0	0	1	2	3	0	6	10	0	0	0	1	1	0	0	0	0	1	13	1	1	2	0	11	0	6	0	4	1	0	0	5	5	1	24	0	3	0	3	0	22	0	1	0	1	4	0	1	0	1	2	0	2	1	0	0	2	0	0	0	0	1	1	0	2	4	4	0	1	0	18	1	0	5	0	0	4	0	0	0	4	16	3	3	0	1	0	10	0	0	0	2	2	14	1	2	3	0	4	13
Untitled_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
